"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"2022","1","R","전통시장","2130048","동평화시장","2","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110591","충정로역 6번","12","","","","","3","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110144","어린이대공원역 4번","3","1","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110251","장안중학교","18","","","","","1","","","","","","","","","","","","","","8"
"2022","1","A","골목상권","2110268","망우3동주민센터","4","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110318","KT월곡지사","5","","","","","1","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110373","수유역 2번","7","2","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110347","구세군강북종합사회복지관","8","","","","","","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110768","도림2동유수지내체육시설","4","","","","","1","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110886","관악해태어린이공원","12","","","","","","","","","","","","","","","","","","","9"
"2022","1","R","전통시장","2130207","신정1동 골목시장(신정제일시장)","6","","","","","1","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110839","숭실대입구역 4번","7","","","","","2","","","","","1","","","","","","","","","1"
"2022","1","R","전통시장","2130100","답십리시장","7","","","","","1","","","","","","","","","","","","","","2"
"2022","1","R","전통시장","2130144","백운시장","5","","","","","1","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110631","방화초등학교","2","","","","","","1","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110962","도산공원북측","1","","","","","","1","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130057","만리시장","2","","","","","1","","","","","","","1","","","","","","",""
"2022","1","A","골목상권","2110253","중곡초등학교","10","","","","","","","","","","","","","","","","","","","3"
"2022","1","R","전통시장","2130115","우림골목시장","23","","2","","","5","","","","","","","1","","","","","","","2"
"2022","1","A","골목상권","2110301","성신여대입구역 7번","8","","","","","1","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130141","강북북부골목시장","5","","","","","1","1","","","","","","","","","","","","","2"
"2022","1","R","전통시장","2130134","솔샘시장(미아67동골목시장)","6","","","","","2","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130176","유진상가","3","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110165","국립정신건강센터","8","","","","","","","","","","","","","","","","","","","6"
"2022","1","A","골목상권","2110391","샘말어린이공원","12","","","","","1","","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110916","내방역 4번","5","","","","","","","","","","","","1","","","","","","","1"
"2022","1","R","전통시장","2130231","독산동 우시장","4","","","","","1","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110951","신사은행나무공원","1","","","","","","1","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130011","충신시장","3","","","","","","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110607","금빛새마을금고본점","4","","","","","","","","","","","","","","","","","","","2"
"2022","1","R","전통시장","2130091","청량종합도매시장","4","","","","","1","","","","","","","","","1","","","","",""
"2022","1","A","골목상권","2110427","노원 을지대학교병원","4","","","","","1","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110436","상계제일중학교","8","","1","","","1","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110444","수색성당","7","","","","","","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110592","서울금융고등학교","4","","","","","1","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110156","군자역 5번","3","1","","","","","","","","","","","","","","","","","","1"
"2022","1","R","전통시장","2130044","에리어식스(벨포스트)","1","","","","","","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130032","인현시장","1","","","","","","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130233","남문시장","2","","","","","1","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130260","신대방1동골목상권","6","","","","","3","1","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130080","자양종합시장(기능상실)","2","","","","","","","","","","","","1","","","","","","",""
"2022","1","R","전통시장","2130005","세운상가가동","1","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110884","봉천역 4번(봉천110안전센터)","2","","","","","1","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110915","서래초등학교","1","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2111055","선사초등학교","1","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110799","영등포본동주민센터","1","","","","","","","","","","","","","","","","","","","1"
"2022","1","R","전통시장","2130275","강남골목시장","1","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110011","청운초등학교","1","","","","","","","","","","","","","","","","","","","1"
"2022","1","R","전통시장","2130123","꿈의숲 장곡 골목형상점가","4","","","","","1","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110368","송천초등학교","1","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110870","신림주공2단지(광신고등학교)","2","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2111009","송파책박물관","1","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110278","망우본동주민센터","36","5","","","","5","","","","","","","1","","1","","","","","9"
"2022","1","R","전통시장","2130167","연신내상점가(연빛거리)","40","","1","1","","7","","","","","","","","","","","","","","8"
"2022","1","D","발달상권","2120091","본서부병원","56","1","2","","1","14","","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110471","응암동우체국","22","2","","","","3","1","","","","","","","","","","","","","6"
"2022","1","A","골목상권","2110485","연신내우체국","9","2","","","","","","","","","","","","","","","","","","5"
"2022","1","R","전통시장","2130208","목동깨비시장(목3동시장)","28","","1","","","6","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110469","응암정보도서관","48","2","1","","","5","1","","","","","","","","","","","","","12"
"2022","1","R","전통시장","2130163","응암오거리상점가","15","","1","","","3","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110597","신월1동주민센터","16","2","2","","","2","","","","","","","","","","","","","","3"
"2022","1","D","발달상권","2120109","서울남부지방법원","33","1","1","","","4","","","","","","","","","","","","","","7"
"2022","1","R","전통시장","2130204","경창시장","10","","","","","5","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110604","신월4동주민센터","12","2","","","","","1","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110659","화곡역 4번","18","1","","","","2","1","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110632","방화역 3번","15","","","","","2","","","","","","","","","1","","","","","4"
"2022","1","R","전통시장","2130219","까치산시장","29","","3","","","6","","","","","","","","","","","","","1","3"
"2022","1","A","골목상권","2110646","푸른들청소년도서관","22","2","","","","3","","","","","","","","","","","","","","3"
"2022","1","D","발달상권","2120120","화곡역","88","","3","","1","14","","","","","","","","","","","","","1","15"
"2022","1","A","골목상권","2110700","고척초등학교","16","1","","","","","","","","","","","","","2","","","","","5"
"2022","1","A","골목상권","2110652","양천향교역 2번","16","1","","","","","","","","","","","","","","","","","","6"
"2022","1","A","골목상권","2110653","화곡역 2번","10","1","","","","1","","","","","","","","","","","","","","1"
"2022","1","D","발달상권","2120131","가산디지털단지","212","7","25","","","16","","","","","","","","","3","","","","2","83"
"2022","1","R","전통시장","2130230","가리봉시장","5","","","","","1","","","","","","","","","2","","","","",""
"2022","1","A","골목상권","2110721","가리봉파출소","14","","","","","","","","","1","","","","","4","","","","","3"
"2022","1","A","골목상권","2110691","개봉중학교","17","","","","","2","","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110735","말미고개","13","","1","","","2","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110738","문성초등학교","20","2","1","","","4","","","","","","","","","","","","","","3"
"2022","1","D","발달상권","2120169","서초역","52","5","8","","","6","","","","","","","","","","","","","1","7"
"2022","1","D","발달상권","2120190","강남을지병원","72","","3","","1","6","","","","","","","","","","","","","","10"
"2022","1","A","골목상권","2110749","금산초등학교(금천고등학교)","19","","","","","5","","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110747","석수역 1번 출입구","11","","","","","","","","","","","","","","","","","","","1"
"2022","1","D","발달상권","2120153","노량진역(노량진)","73","2","6","","","12","","","","","","","","","2","","","","2","21"
"2022","1","A","골목상권","2110828","노량진역 6번","23","2","1","","","4","","","","","","","","","","","","","","4"
"2022","1","D","발달상권","2120154","장승배기역","52","3","2","","","6","","","","","","","1","","1","","","","1","13"
"2022","1","A","골목상권","2110827","NH농협은행 상도동지점","14","","1","","1","2","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110852","이수역 9번","5","2","","","","","","","","","","","","","1","","","","","2"
"2022","1","A","골목상권","2110850","사당역 10번","31","1","1","","","4","1","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110824","대방역 3번","8","","","","","","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110819","신대방역 4번","30","1","1","","","3","1","","","","1","","","","","","","","1","7"
"2022","1","A","골목상권","2110935","한전아트센터","6","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110834","동작구자원봉사센터","5","","","","","","","","","","","","","","","","","","","3"
"2022","1","D","발달상권","2120156","총신대입구역(이수 총신대)","142","2","7","","2","17","","","","","","","","","2","","","","2","18"
"2022","1","A","골목상권","2110912","방배동사이길","15","1","2","","","5","","","","","","","","","","","","","","2"
"2022","1","D","발달상권","2120215","포스코사거리","92","","17","","","8","","","","","","","","","","","","","","9"
"2022","1","D","발달상권","2120164","내방역","75","2","6","","1","5","","","","","3","","","","","","","","1","18"
"2022","1","A","골목상권","2110913","방현초등학교(방배119안전센터)","21","","","","2","3","","1","","","","","","","","","","","","10"
"2022","1","D","발달상권","2120184","포이사거리(삼호물산)","70","1","9","","","6","","","","","","","","","","","","","","21"
"2022","1","A","골목상권","2110230","장안현대홈타운1차아파트","10","","","","","1","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110955","논현초등학교","12","","","","","6","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110820","성남고등학교","15","1","","","","2","","","","","","","","","","","","","","8"
"2022","1","D","발달상권","2120066","장한평역(장한평)","94","1","9","","3","12","1","","","","","","1","","","","","","1","22"
"2022","1","A","골목상권","2110218","답십리사거리","21","","","","","2","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110387","쌍문초등학교","23","","","","","1","","","","","","","","","","","","","","15"
"2022","1","D","발달상권","2120247","굽은다리역","48","1","5","","1","8","","","","","","","","","","","","","1","4"
"2022","1","A","골목상권","2111041","거여역 8번","1","","","","","","","","","","","","","","","","","","",""
"2022","1","D","발달상권","2120230","송파사거리(송파역)","59","","5","","","14","","","","","","","","","","","","","1","7"
"2022","1","R","전통시장","2130326","고덕 골목형상점가","11","","","","","5","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2111068","강동성심병원","9","","1","1","","3","","","","","1","","","","","","","","",""
"2022","1","A","골목상권","2110039","회현역 1번","5","","","","","","","","","","","","","","1","","","","",""
"2022","1","R","전통시장","2130051","동화동 골목형상점가","16","","","","","2","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110254","오거리공원","19","1","","","","3","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110066","서울역 15번","12","2","","","1","1","","","","","","","","","","","","","","4"
"2022","1","R","전통시장","2130056","용산용문시장","20","","","","","2","","","","","","","1","","","","","","","6"
"2022","1","D","발달상권","2120015","종로6가","35","","","","","3","","","","","","","","","","","","","","6"
"2022","1","D","발달상권","2120014","종로5가역","94","2","3","","","20","","","","","","","","","2","","","","","4"
"2022","1","A","골목상권","2110995","봉은사역 4번","5","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110167","용마초등학교","22","","1","","","5","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110058","성심여자고등학교","14","","","","","2","","","","","","","1","","","","","","","5"
"2022","1","D","발달상권","2120041","신용산역(용산역)","90","8","11","","","14","","","","","","","","","1","","","","3","16"
"2022","1","R","전통시장","2130022","숭례문수입상가(남대문시장)","3","1","2","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110041","남산케이블카","12","1","","","","","","","","","1","","","","2","","","","","2"
"2022","1","D","발달상권","2120037","동대문역사문화공원역","125","2","5","","","10","","","","","1","","","","8","","","","3","14"
"2022","1","R","전통시장","2130036","중부시장(신중부시장)","18","","2","","","2","","","","","","","1","","1","","","","","2"
"2022","1","R","전통시장","2130070","뚝섬역상점가","16","1","2","","","2","","","","","","","","","","","","","","1"
"2022","1","D","발달상권","2120053","건대입구역(건대)","85","1","4","","","11","","","","","","1","","","","","","","2","9"
"2022","1","R","전통시장","2130055","황학시장(서울중앙시장 신중앙시장)","6","1","","","","1","","","","","","","","","1","","","","",""
"2022","1","A","골목상권","2110054","청구역 3번","5","1","","","","","","","","","","","","","","","","","",""
"2022","1","D","발달상권","2120054","어린이대공원역","38","1","1","","","3","","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110660","등촌3동주민센터","51","2","","1","1","11","","","","","","","","","","","","","","9"
"2022","1","A","골목상권","2110115","상왕십리역 3번","20","1","","","1","1","1","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110102","옥수역 6번","16","1","","","","2","1","","","","","","","","","","","","","5"
"2022","1","A","골목상권","2110157","자양동우체국","12","1","1","","","1","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110151","자양한강도서관","13","","","","","2","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110270","혜원여고","10","1","1","","","","","","","","","","2","","","","","","","2"
"2022","1","R","전통시장","2130111","동원전통종합시장(동원시장 동원전통시장 상점가)","45","","","","","8","","","","","","","4","","","","","","","5"
"2022","1","A","골목상권","2110305","보문역 5번","18","2","1","","","1","","","","","","","","","1","","","","","4"
"2022","1","R","전통시장","2130117","정릉시장","22","","1","","","4","","","","","","","","","","","","","","7"
"2022","1","D","발달상권","2120075","월곡역","33","1","1","","","8","","","","","","","","","","","","","1","6"
"2022","1","A","골목상권","2110349","화계역 2번","6","","","","","","","","","","","","","","","","","","","4"
"2022","1","R","전통시장","2130182","영천시장","25","","1","","","3","","","","","","","","","","","","","","6"
"2022","1","A","골목상권","2110379","KT&G 북부지사","5","","","","","1","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110354","삼각산119안전센터","11","","","","","","","","","","","","","","","","","","","6"
"2022","1","A","골목상권","2110352","수유1동주민센터","31","3","","","","3","","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110366","광산사거리","9","","","","","1","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110526","봉원사","17","","","","","","","","","","1","","","","","","","","","12"
"2022","1","A","골목상권","2110504","명지전문대","1","","","","","","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130172","모래내시장(서중시장)","19","","1","","","6","","","","","","","1","","1","","","","","1"
"2022","1","A","골목상권","2110569","홍대땡땡거리","10","","","","","","","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110509","연희대우아파트앞","16","","","","","1","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110572","서강대역 1번","37","","","","1","2","","","","","","","","","2","","","","1","7"
"2022","1","A","골목상권","2110512","연희지하차도","5","1","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110562","연트럴파크(연남동주민센터)","10","","","","","1","","","","","","","","","","","","","","8"
"2022","1","D","발달상권","2120102","서교동(홍대)","50","2","6","","","1","1","","","","","","","","","","","","","17"
"2022","1","D","발달상권","2120100","망원역","41","","3","","","6","","","","","","","","","","","","","1","5"
"2022","1","R","전통시장","2130186","망원시장","12","1","","","","1","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110549","새터산","16","","","","","2","1","","","","","","","","","","","","","5"
"2022","1","A","골목상권","2110794","영동초등학교","8","1","","","","","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110802","신길동홍어거리","6","","1","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110868","남부초등학교","5","","","","","1","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110759","문래예술촌(문래창작촌)","34","3","2","","","3","","","","","","","","","1","","","","","10"
"2022","1","A","골목상권","2110856","미성초등학교","27","1","2","","","3","1","","","","","","","","","","","","","3"
"2022","1","R","전통시장","2130278","미성동 도깨비시장 골목형상점가","12","","","","1","4","","","","","","","","","","","","","","2"
"2022","1","D","발달상권","2120210","선릉역","150","1","11","","1","13","","","","","","","","","","","","","2","9"
"2022","1","A","골목상권","2110972","강남세브란스병원미래의학연구센터","2","","","","","","","","","","1","","","","","","","","",""
"2022","1","R","전통시장","2130206","신정3동 골목시장","5","","","","","1","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110992","도곡초등학교","3","3","","","","","","","","","","","","","","","","","",""
"2022","1","D","발달상권","2120151","보라매공원","39","1","6","","","11","","","","","","","","","","","","","","10"
"2022","1","A","골목상권","2110397","도봉산입구","27","2","1","","","3","1","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110403","방학1동주민센터","10","2","","","","1","","","","","","","","","","","","","","4"
"2022","1","R","전통시장","2130018","동대문문구완구거리(동대문문구완구시장)","13","","","","","1","","","","","","","","","1","","","","","1"
"2022","1","A","골목상권","2110024","혜회동주민센터","9","2","","","","2","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110022","경신고등학교","9","","","","","","","","","","2","","","","","","","","","3"
"2022","1","A","골목상권","2110031","창신역 1번","12","","","","","","","","","","","","","","","","","","1","4"
"2022","1","A","골목상권","2110612","신정역 5번","13","1","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110619","목4동주민센터","1","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110215","회기역 1번","8","1","","","","1","","","","","","","","","1","","","","",""
"2022","1","R","전통시장","2130094","청량리청과물시장","12","","2","","","3","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110191","고려대역 6번","9","","","","","1","","","","","1","","","","1","","","","","3"
"2022","1","A","골목상권","2110478","응암1동주민센터","10","1","","","","2","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110012","성곡미술관","11","2","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110994","개포고등학교","18","1","","","","3","1","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110420","광운대역 1번","18","1","","","","2","1","","","","1","","","","","","","","","3"
"2022","1","A","골목상권","2110396","쌍문역1번(쌍리단길)","20","","","","","4","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110406","도봉산역 1번","11","","","","","1","","","","","","","","","","","","","","5"
"2022","1","A","골목상권","2110426","상계2동주민센터","26","1","","","","2","1","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110648","양천향교역 7번","21","","1","","","1","","","","","","","","","","","","","","8"
"2022","1","A","골목상권","2110098","서울독일학교","7","3","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110097","한남초등학교","10","3","1","","","","1","","","","","","","","","","","","","2"
"2022","1","R","전통시장","2130203","서서울 골목형상점가","9","","1","","","3","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110598","신월문화체육센터","17","2","","","","3","1","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110227","답십리공원","8","","","","","1","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110468","응암역 3번","23","2","","","1","2","1","","","","","","","","","","","","","9"
"2022","1","A","골목상권","2110466","구산역 2번","7","","","","","","1","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110663","우장산롯데캐슬아파트앞","5","","","","","1","","","","","","","","","","","","","","1"
"2022","1","R","전통시장","2130222","오류시장","11","","","","","2","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110737","금천세무서","7","1","1","","","","1","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130272","사당시장","4","","","","","1","","","","","","","1","","","","","","","1"
"2022","1","A","골목상권","2110910","내방역 5번","5","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110004","대신고등학교","8","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110434","태릉입구역 4번","4","","1","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2111040","거여초등학교","4","","","","","1","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2111008","석촌고분역 3번","9","","","","","1","","1","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110116","청계천박물관","11","3","1","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110177","동의초등학교","1","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110040","중구회현체육센터(정화예술대남산캠퍼스)","9","","","","","","","","","","2","","","","","","","","",""
"2022","1","A","골목상권","2110588","한겨레신문사","6","","1","","","","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110061","효창동주민센터","16","","","","","2","","","","1","1","","","","","","","","","7"
"2022","1","R","전통시장","2130136","수유재래시장","1","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110326","장위동성당","14","","","","","2","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110381","번동주공2단지","5","","","","","","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110568","광흥창역 1번","7","","","","","","1","","","","","","","","","","","","","5"
"2022","1","A","골목상권","2110493","북가좌초등학교","2","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110508","서연중학교","10","","","","","","","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110803","신길2동우편취급국","7","1","","","","","","","","","","","","","2","","","","","2"
"2022","1","A","골목상권","2110887","서울산업정보학교(서울삼성초등학교)","12","1","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110575","대흥동주민센터","6","1","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110570","KB국민은행 서강지점","7","","1","","","1","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110548","마포구청역 4번","7","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110789","대림성모병원","27","","2","1","","8","","","","","","","","","3","","","","","3"
"2022","1","A","골목상권","2110182","용두희망어린이공원","13","","","","1","1","","","","","","","","","","","","","","4"
"2022","1","A","골목상권","2110989","대치동아우편취급국","1","1","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110388","도봉우체국","3","","","","","1","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110186","종암초등학교","2","","","","","1","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110440","상계3동4동주민센터","6","","1","","","","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130160","수일시장","6","","","","","1","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110461","새절역 2번","7","","","","","2","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110637","송정역 2번","5","1","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110701","고척동성당","8","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110725","가산동주민센터","10","1","","","","","","","","","","","","","2","","","","","3"
"2022","1","A","골목상권","2110090","한국폴리텍대학서울정수캠퍼스","8","7","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110123","마장역 3번","10","1","","","","2","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110173","구남초등학교","3","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110143","뚝섬유원지역 1번","2","","","","","","1","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110238","배꽃어린이공원","1","","","","","","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130180","포방터시장","8","","","","","2","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110807","신길역 3번","1","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110976","언북초등학교","2","1","","","","1","","","","","","","","","","","","","",""
"2022","1","R","전통시장","2130306","강남언주로","4","","","","","","","","","","","","","","","","","","","1"
"2022","1","R","전통시장","2130200","신월7동 골목시장(약수시장 우성상가)","5","","","","","2","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110402","도봉구 정병원","11","","","","1","1","","","","","","","","","","","","","","7"
"2022","1","R","전통시장","2130311","새마을시장","17","","2","","","2","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110106","금북초등학교","2","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110131","성수동카페거리","5","","1","","","","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110051","한양공고앞 교차로","2","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110574","서강대학교","5","","","","","","","","","","1","","","","","","","","","1"
"2022","1","A","골목상권","2110197","세종대왕기념관교차로","3","","","","","","2","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110414","장석교회","5","","","","","","","","","","","","","","","","","","","3"
"2022","1","R","전통시장","2130103","이경시장","2","","","","","1","","","","","","","","","","","","","","1"
"2022","1","R","전통시장","2130298","강남터미널지하도상점가2구역","2","","","","","","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110126","서울숲역 1번","3","1","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110538","충정로역 3번","3","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110546","양화대교북단","1","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110573","신촌역 6번","1","","","","","","","","","","","","","","","","","","",""
"2022","1","A","골목상권","2110801","신풍역 6번(신길6동공영주차장)","1","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110121","한양대역 4번","2","","1","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110072","열정도","1","","","","","","","","","","","","1","","","","","","",""
"2022","1","A","골목상권","2110114","왕십리파출소","6","1","","","","1","1","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110425","계상초등학교","14","1","","","","","","","","","","","","","2","","","","","3"
"2022","1","A","골목상권","2110450","시립서북병원","20","","","","1","2","","","","","","","","","","","","","","11"
"2022","1","R","전통시장","2130223","고척근린시장","17","1","","","","5","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110465","연신내역 7번","10","","","","","3","","","","","","","","","","","","","","3"
"2022","1","A","골목상권","2110449","증산역 3번","26","3","","","","4","1","","","","","","","","","","","","1","4"
"2022","1","A","골목상권","2110670","신곡초등학교","24","","","","","","2","","","","","","","","","","","","","20"
"2022","1","A","골목상권","2110666","KC대학교","3","","","","","","","","","","","","","","","","","","","1"
"2022","1","A","골목상권","2110655","발산역 5번","14","","","","","1","","","","","","","","","","","","","","2"
"2022","1","A","골목상권","2110702","개봉초등학교","6","","","","","","","","","","","","","","","","","","","4"
"2022","1","R","전통시장","2130238","은행나무시장","14","","","","","4","","","","","","","","","","","","","","3"
"2022","1","D","발달상권","2120189","강남역","380","7","24","","","52","","","","","","","","","","","","","2","34"
"2022","1","A","골목상권","2110694","세곡초등학교","22","2","","","","1","1","","","","","","","","","","","","","7"
"2022","1","A","골목상권","2110836","상도역 5번","33","","","","","4","1","","","","","","","","","","","","","10"
"2022","1","A","골목상권","2110825","신대방삼거리역 1번","26","","","","","1","","","","","","","","","","","","","","15"
"2022","1","A","골목상권","2110848","양지어린이공원","10","","","","","","","","","","","","","","","","","","","1"
"2022","1","D","발달상권","2120155","총신대학교","7","","","","","","","","","","","","","","","","","","","5"
