기준_년_코드,기준_분기_코드,상권_코드,유사_업종_점포_수
2020,2,2110125,719
2020,2,2110126,994
2020,2,2110127,875
2020,2,2110128,1343
2020,2,2110129,934
2020,2,2110130,899
2020,2,2110131,2208
2020,2,2110132,828
2020,2,2110133,1506
2020,2,2110134,1259
2020,2,2110135,1071
2020,2,2110136,2455
2020,2,2110137,2163
2020,2,2110138,1007
2020,2,2110139,1135
2020,2,2110140,2497
2020,2,2110141,1643
2020,2,2110142,1678
2020,2,2110143,573
2020,2,2110144,1261
2020,2,2110145,748
2020,2,2110146,767
2020,2,2110147,1206
2020,2,2110148,783
2020,2,2110149,458
2020,2,2110150,1235
2020,2,2110151,960
2020,2,2110152,722
2020,2,2110153,1680
2020,2,2110154,1652
2020,2,2110155,1512
2020,2,2110156,1353
2020,2,2110157,908
2020,2,2110158,1340
2020,2,2110159,2445
2020,2,2110160,589
2020,2,2110161,1303
2020,2,2110162,1493
2020,2,2110163,831
2020,2,2110164,757
2020,2,2110165,1276
2020,2,2110166,1912
2020,2,2110167,1677
2020,2,2110168,534
2020,2,2110169,837
2020,2,2110170,1494
2020,2,2110171,750
2020,2,2110172,894
2020,2,2110173,1760
2020,2,2110174,1498
2020,2,2110175,1396
2020,2,2110176,968
2020,2,2110177,460
2020,2,2110178,388
2020,2,2110179,391
2020,2,2110180,571
2020,2,2110181,1608
2020,2,2110182,1112
2020,2,2110183,801
2020,2,2110184,955
2020,2,2110185,843
2020,2,2110186,614
2020,2,2110187,1176
2020,2,2110188,907
2020,2,2110189,1187
2020,2,2110190,1064
2020,2,2110191,697
2020,2,2110192,1595
2020,2,2110193,562
2020,2,2110194,1328
2020,2,2110195,2390
2020,2,2110196,475
2020,2,2110197,186
2020,2,2110198,1329
2020,2,2110199,1119
2020,2,2110200,783
2020,2,2110201,523
2020,2,2110202,537
2020,2,2110203,1000
2020,2,2110204,872
2020,2,2110205,1343
2020,2,2110206,752
2020,2,2110207,971
2020,2,2110208,1090
2020,2,2110209,536
2020,2,2110210,1029
2020,2,2110211,1016
2020,2,2110212,1531
2020,2,2110213,933
2020,2,2110214,645
2020,2,2110215,874
2020,2,2110216,736
2020,2,2110217,1854
2020,2,2110218,1131
2020,2,2110219,988
2020,2,2110220,1175
2020,2,2110221,406
2020,2,2110222,386
2020,2,2110223,1539
2020,2,2110224,807
2020,2,2110225,1333
2020,2,2110226,2779
2020,2,2110227,1034
2020,2,2110228,2010
2020,2,2110229,1732
2020,2,2110230,1637
2020,2,2110231,387
2020,2,2110232,1048
2020,2,2110233,939
2020,2,2110234,946
2020,2,2110235,488
2020,2,2110236,1388
2020,2,2110237,1237
2020,2,2110238,668
2020,2,2110239,594
2020,2,2110240,935
2020,2,2110241,1340
2020,2,2110242,635
2020,2,2110243,1180
2020,2,2110244,1141
2020,2,2110245,956
2020,2,2110246,1267
2020,2,2110247,1259
2020,2,2110248,693
2020,2,2110249,1348
2020,2,2110250,671
2020,2,2110251,951
2020,2,2110252,827
2020,2,2110253,814
2020,2,2110254,1107
2020,2,2110255,1523
2020,2,2110256,1607
2020,2,2110257,917
2020,2,2110258,1180
2020,2,2110259,1455
2020,2,2110260,1060
2020,2,2110261,1633
2020,2,2110262,1369
2020,2,2110263,1612
2020,2,2110264,1704
2020,2,2110265,1819
2020,2,2110266,1380
2020,2,2110267,1203
2020,2,2110268,948
2020,2,2110269,831
2020,2,2110270,618
2020,2,2110271,467
2020,2,2110272,1085
2020,2,2110273,1101
2020,2,2110274,938
2020,2,2110275,1141
2020,2,2110276,150
2020,2,2110277,1339
2020,2,2110278,1058
2020,2,2110279,236
2020,2,2110280,202
2020,2,2110281,167
2020,2,2110282,201
2020,2,2110283,364
2020,2,2110284,179
2020,2,2110285,422
2020,2,2110286,858
2020,2,2110287,275
2020,2,2110288,773
2020,2,2110289,870
2020,2,2110290,368
2020,2,2110291,1071
2020,2,2110292,529
2020,2,2110293,1509
2020,2,2110294,884
2020,2,2110295,1034
2020,2,2110296,1306
2020,2,2110297,2156
2020,2,2110298,639
2020,2,2110299,1166
2020,2,2110300,2276
2020,2,2110301,1510
2020,2,2110302,800
2020,2,2110303,1602
2020,2,2110304,1151
2020,2,2110305,979
2020,2,2110306,593
2020,2,2110307,818
2020,2,2110308,912
2020,2,2110309,949
2020,2,2110310,547
2020,2,2110311,99
2020,2,2110312,596
2020,2,2110313,1147
2020,2,2110314,1085
2020,2,2110315,791
2020,2,2110316,1922
2020,2,2110317,435
2020,2,2110318,1143
2020,2,2110319,944
2020,2,2110320,445
2020,2,2110321,582
2020,2,2110322,336
2020,2,2110323,713
2020,2,2110324,749
2020,2,2110325,608
2020,2,2110326,368
2020,2,2110327,614
2020,2,2110328,484
2020,2,2110329,503
2020,2,2110330,770
2020,2,2110331,934
2020,2,2110332,675
2020,2,2110333,1047
2020,2,2110334,876
2020,2,2110335,1096
2020,2,2110336,566
2020,2,2110337,334
2020,2,2110338,221
2020,2,2110339,322
2020,2,2110340,384
2020,2,2110341,217
2020,2,2110342,343
2020,2,2110343,724
2020,2,2110344,184
2020,2,2110345,474
2020,2,2110346,538
2020,2,2110347,151
2020,2,2110348,793
2020,2,2110349,370
2020,2,2110350,604
2020,2,2110351,644
2020,2,2110352,629
2020,2,2110353,896
2020,2,2110354,640
2020,2,2110355,982
2020,2,2110356,740
2020,2,2110357,969
2020,2,2110358,1417
2020,2,2110359,1742
2020,2,2110360,1649
2020,2,2110361,804
2020,2,2110362,907
2020,2,2110363,701
2020,2,2110364,1425
2020,2,2110365,1226
2020,2,2110366,1140
2020,2,2110367,2207
2020,2,2110368,1129
2020,2,2110369,1936
2020,2,2110370,1239
2020,2,2110371,1012
2020,2,2110372,1249
2020,2,2110373,1856
2020,2,2110374,1278
2020,2,2110375,561
2020,2,2110376,1987
2020,2,2110377,1508
2020,2,2110378,791
2020,2,2110379,274
2020,2,2110380,316
2020,2,2110381,329
2020,2,2110382,356
2020,2,2110383,336
2020,2,2110384,303
2020,2,2110385,189
2020,2,2110386,101
2020,2,2110387,409
2020,2,2110388,614
2020,2,2110389,594
2020,2,2110390,829
2020,2,2110391,402
2020,2,2110392,417
2020,2,2110393,492
2020,2,2110394,1237
2020,2,2110395,1026
2020,2,2110396,1147
2020,2,2110397,870
2020,2,2110398,1098
2020,2,2110399,1205
2020,2,2110400,1204
2020,2,2110401,882
2020,2,2110402,1114
2020,2,2110403,1658
2020,2,2110404,1185
2020,2,2110405,1488
2020,2,2110406,566
2020,2,2110407,1108
2020,2,2110408,800
2020,2,2110409,1125
2020,2,2110410,1571
2020,2,2110411,928
2020,2,2110412,176
2020,2,2110413,519
2020,2,2110414,261
2020,2,2110415,1268
2020,2,2110416,656
2020,2,2110417,290
2020,2,2110418,519
2020,2,2110419,1110
2020,2,2110420,594
2020,2,2110421,827
2020,2,2110422,1053
2020,2,2110423,1158
2020,2,2110424,1506
2020,2,2110425,1922
2020,2,2110426,1523
2020,2,2110427,350
2020,2,2110428,1810
2020,2,2110429,1687
2020,2,2110430,838
2020,2,2110431,1218
2020,2,2110432,466
2020,2,2110433,1665
2020,2,2110434,1330
2020,2,2110435,399
2020,2,2110436,921
2020,2,2110437,725
2020,2,2110438,1223
2020,2,2110439,505
2020,2,2110440,338
2020,2,2110441,352
2020,2,2110442,123
2020,2,2110443,297
2020,2,2110444,452
2020,2,2110445,365
2020,2,2110446,243
2020,2,2110447,302
2020,2,2110448,420
2020,2,2110449,669
2020,2,2110450,1100
2020,2,2110451,855
2020,2,2110452,891
2020,2,2110453,1332
2020,2,2110454,1066
2020,2,2110455,1402
2020,2,2110456,1145
2020,2,2110457,1086
2020,2,2110458,1084
2020,2,2110459,1339
2020,2,2110460,1354
2020,2,2110461,981
2020,2,2110462,646
2020,2,2110463,1043
2020,2,2110464,1695
2020,2,2110465,1940
2020,2,2110466,1151
2020,2,2110467,779
2020,2,2110468,1960
2020,2,2110469,1684
2020,2,2110470,1143
2020,2,2110471,1434
2020,2,2110472,1859
2020,2,2110473,1589
2020,2,2110474,796
2020,2,2110475,1064
2020,2,2110476,672
2020,2,2110477,1463
2020,2,2110478,1089
2020,2,2110479,1325
2020,2,2110480,1061
2020,2,2110481,1831
2020,2,2110482,284
2020,2,2110483,639
2020,2,2110484,2008
2020,2,2110485,580
2020,2,2110486,990
2020,2,2110487,1435
2020,2,2110488,976
2020,2,2110489,1000
2020,2,2110490,764
2020,2,2110491,222
2020,2,2110492,73
2020,2,2110493,268
2020,2,2110494,361
2020,2,2110495,1221
2020,2,2110496,1031
2020,2,2110497,766
2020,2,2110498,1416
2020,2,2110499,730
2020,2,2110500,548
2020,2,2110501,681
2020,2,2110502,1068
2020,2,2110503,903
2020,2,2110504,271
2020,2,2110505,458
2020,2,2110506,867
2020,2,2110507,1217
2020,2,2110508,1062
2020,2,2110509,2074
2020,2,2110510,369
2020,2,2110511,1185
2020,2,2110512,483
2020,2,2110513,654
2020,2,2110514,1965
2020,2,2110515,118
2020,2,2110516,309
2020,2,2110517,306
2020,2,2110518,312
2020,2,2110519,352
2020,2,2110520,2177
2020,2,2110521,985
2020,2,2110522,750
2020,2,2110523,183
2020,2,2110524,385
2020,2,2110525,913
2020,2,2110526,397
2020,2,2110527,1373
2020,2,2110528,872
2020,2,2110529,1172
2020,2,2110530,907
2020,2,2110531,170
2020,2,2110532,881
2020,2,2110533,768
2020,2,2110534,560
2020,2,2110535,794
2020,2,2110536,902
2020,2,2110537,953
2020,2,2110538,868
2020,2,2110539,1065
2020,2,2110540,451
2020,2,2110541,1221
2020,2,2110542,1041
2020,2,2110543,359
2020,2,2110544,2705
2020,2,2110545,846
2020,2,2110546,683
2020,2,2110547,1693
2020,2,2110548,1234
2020,2,2110549,870
2020,2,2110550,1927
2020,2,2110551,1316
2020,2,2110552,640
2020,2,2110553,736
2020,2,2110554,1902
2020,2,2110555,1244
2020,2,2110556,326
2020,2,2110557,1471
2020,2,2110558,1498
2020,2,2110559,2021
2020,2,2110560,1300
2020,2,2110561,1484
2020,2,2110562,1996
2020,2,2110563,748
2020,2,2110564,2270
2020,2,2110565,1630
2020,2,2110566,3618
2020,2,2110567,508
2020,2,2110568,506
2020,2,2110569,1962
2020,2,2110570,465
2020,2,2110571,1006
2020,2,2110572,2147
2020,2,2110573,779
2020,2,2110574,665
2020,2,2110575,1238
2020,2,2110576,1229
2020,2,2110577,1317
2020,2,2110578,1148
2020,2,2110579,793
2020,2,2110580,576
2020,2,2110581,1179
2020,2,2110582,1085
2020,2,2110583,811
2020,2,2110584,1018
2020,2,2110585,944
2020,2,2110586,1779
2020,2,2110587,1124
2020,2,2110588,595
2020,2,2110589,581
2020,2,2110590,526
2020,2,2110591,774
2020,2,2110592,664
2020,2,2110593,706
2020,2,2110594,362
2020,2,2110595,1282
2020,2,2110596,618
2020,2,2110597,1532
2020,2,2110598,718
2020,2,2110599,1189
2020,2,2110600,766
2020,2,2110601,1137
2020,2,2110602,627
2020,2,2110603,412
2020,2,2110604,1002
2020,2,2110605,585
2020,2,2110606,1238
2020,2,2110607,662
2020,2,2110608,1151
2020,2,2110609,914
2020,2,2110610,440
2020,2,2110611,1144
2020,2,2110612,1921
2020,2,2110613,1089
2020,2,2110614,1477
2020,2,2110615,923
2020,2,2110616,974
2020,2,2110617,1153
2020,2,2110618,1591
2020,2,2110619,900
2020,2,2110620,1192
2020,2,2110621,1277
2020,2,2110622,989
2020,2,2110623,326
2020,2,2110624,376
2020,2,2110625,1198
2020,2,2110626,893
2020,2,2110627,1212
2020,2,2110628,385
2020,2,2110629,1123
2020,2,2110630,1593
2020,2,2110631,1009
2020,2,2110632,1013
2020,2,2110633,903
2020,2,2110634,1116
2020,2,2110635,1094
2020,2,2110636,1062
2020,2,2110637,850
2020,2,2110638,1812
2020,2,2110639,997
2020,2,2110640,450
2020,2,2110641,551
2020,2,2110642,82
2020,2,2110643,1219
2020,2,2110644,725
2020,2,2110645,1251
2020,2,2110646,2009
2020,2,2110647,1894
2020,2,2110648,951
2020,2,2110649,1035
2020,2,2110650,629
2020,2,2110651,1376
2020,2,2110652,713
2020,2,2110653,1661
2020,2,2110654,2259
2020,2,2110655,1714
2020,2,2110656,1761
2020,2,2110657,1440
2020,2,2110658,1199
2020,2,2110659,1615
2020,2,2110660,1916
2020,2,2110661,790
2020,2,2110662,1590
2020,2,2110663,920
2020,2,2110664,920
2020,2,2110665,1707
2020,2,2110666,435
2020,2,2110667,908
2020,2,2110668,1883
2020,2,2110669,743
2020,2,2110670,781
2020,2,2110671,1831
2020,2,2110672,432
2020,2,2110673,1674
2020,2,2110674,408
2020,2,2110675,1459
2020,2,2110676,951
2020,2,2110677,917
2020,2,2110678,510
2020,2,2110679,740
2020,2,2110680,234
2020,2,2110681,280
2020,2,2110682,268
2020,2,2110683,185
2020,2,2110684,215
2020,2,2110685,175
2020,2,2110686,563
2020,2,2110687,303
2020,2,2110688,598
2020,2,2110689,959
2020,2,2110690,1249
2020,2,2110691,579
2020,2,2110692,796
2020,2,2110693,506
2020,2,2110694,1059
2020,2,2110695,1261
2020,2,2110696,963
2020,2,2110697,481
2020,2,2110698,1007
2020,2,2110699,501
2020,2,2110700,1067
2020,2,2110701,611
2020,2,2110702,859
2020,2,2110703,1374
2020,2,2110704,826
2020,2,2110705,793
2020,2,2110706,776
2020,2,2110707,735
2020,2,2110708,895
2020,2,2110709,606
2020,2,2110710,3772
2020,2,2110711,1441
2020,2,2110712,1724
2020,2,2110713,1768
2020,2,2110714,2036
2020,2,2110715,1103
2020,2,2110716,1007
2020,2,2110717,3420
2020,2,2110718,1774
2020,2,2110719,1157
2020,2,2110720,1435
2020,2,2110721,1733
2020,2,2110722,2202
2020,2,2110723,2919
2020,2,2110724,1516
2020,2,2110725,2477
2020,2,2110726,158
2020,2,2110727,1163
2020,2,2110728,1675
2020,2,2110729,1681
2020,2,2110730,1333
2020,2,2110731,1133
2020,2,2110732,1415
2020,2,2110733,706
2020,2,2110734,909
2020,2,2110735,1458
2020,2,2110736,1839
2020,2,2110737,1278
2020,2,2110738,1608
2020,2,2110739,814
2020,2,2110740,1683
2020,2,2110741,927
2020,2,2110742,573
2020,2,2110743,1782
2020,2,2110744,1328
2020,2,2110745,782
2020,2,2110746,1328
2020,2,2110747,149
2020,2,2110748,860
2020,2,2110749,887
2020,2,2110750,864
2020,2,2110751,996
2020,2,2110752,910
2020,2,2110753,1018
2020,2,2110754,1038
2020,2,2110755,699
2020,2,2110756,605
2020,2,2110757,698
2020,2,2110758,925
2020,2,2110759,2025
2020,2,2110760,1079
2020,2,2110761,1085
2020,2,2110762,1370
2020,2,2110763,1078
2020,2,2110764,987
2020,2,2110765,1799
2020,2,2110766,1825
2020,2,2110767,1546
2020,2,2110768,1176
2020,2,2110769,946
2020,2,2110770,1536
2020,2,2110771,1143
2020,2,2110772,624
2020,2,2110773,747
2020,2,2110774,952
2020,2,2110775,1006
2020,2,2110776,1187
2020,2,2110777,1473
2020,2,2110778,2200
2020,2,2110779,463
2020,2,2110780,480
2020,2,2110781,1085
2020,2,2110782,1528
2020,2,2110783,1099
2020,2,2110784,750
2020,2,2110785,753
2020,2,2110786,864
2020,2,2110787,863
2020,2,2110788,1321
2020,2,2110789,1142
2020,2,2110790,939
2020,2,2110791,381
2020,2,2110792,1454
2020,2,2110793,490
2020,2,2110794,770
2020,2,2110795,980
2020,2,2110796,750
2020,2,2110797,397
2020,2,2110798,522
2020,2,2110799,958
2020,2,2110800,1212
2020,2,2110801,367
2020,2,2110802,602
2020,2,2110803,938
2020,2,2110804,944
2020,2,2110805,487
2020,2,2110806,273
2020,2,2110807,1063
2020,2,2110808,1001
2020,2,2110809,732
2020,2,2110810,1142
2020,2,2110811,877
2020,2,2110812,817
2020,2,2110813,1064
2020,2,2110814,879
2020,2,2110815,1105
2020,2,2110816,555
2020,2,2110817,711
2020,2,2110818,836
2020,2,2110819,1386
2020,2,2110820,621
2020,2,2110821,1105
2020,2,2110822,854
2020,2,2110823,1365
2020,2,2110824,411
2020,2,2110825,1352
2020,2,2110826,1279
2020,2,2110827,1084
2020,2,2110828,1739
2020,2,2110829,956
2020,2,2110830,754
2020,2,2110831,438
2020,2,2110832,1905
2020,2,2110833,809
2020,2,2110834,686
2020,2,2110835,728
2020,2,2110836,1022
2020,2,2110837,1097
2020,2,2110838,502
2020,2,2110839,574
2020,2,2110840,794
2020,2,2110841,603
2020,2,2110842,805
2020,2,2110843,322
2020,2,2110844,192
2020,2,2110845,115
2020,2,2110846,1199
2020,2,2110847,487
2020,2,2110848,1464
2020,2,2110849,2023
2020,2,2110850,2553
2020,2,2110851,1350
2020,2,2110852,1330
2020,2,2110853,1580
2020,2,2110854,829
2020,2,2110855,1596
2020,2,2110856,1208
2020,2,2110857,744
2020,2,2110858,744
2020,2,2110859,170
2020,2,2110860,952
2020,2,2110861,1614
2020,2,2110862,833
2020,2,2110863,901
2020,2,2110864,686
2020,2,2110865,974
2020,2,2110866,542
2020,2,2110867,1202
2020,2,2110868,1301
2020,2,2110869,2916
2020,2,2110870,68
2020,2,2110871,1485
2020,2,2110872,529
2020,2,2110873,1493
2020,2,2110874,811
2020,2,2110875,947
2020,2,2110876,991
2020,2,2110877,2252
2020,2,2110878,249
2020,2,2110879,930
2020,2,2110880,1187
2020,2,2110881,1667
2020,2,2110882,1352
2020,2,2110883,1024
2020,2,2110884,1206
2020,2,2110885,531
2020,2,2110886,827
2020,2,2110887,657
2020,2,2110888,663
2020,2,2110889,997
2020,2,2110890,1148
2020,2,2110891,690
2020,2,2110892,2815
2020,2,2110893,122
2020,2,2110894,347
2020,2,2110895,2103
2020,2,2110896,814
2020,2,2110897,2232
2020,2,2110898,394
2020,2,2110899,890
2020,2,2110900,1170
2020,2,2110901,665
2020,2,2110902,1304
2020,2,2110903,1241
2020,2,2110904,1340
2020,2,2110905,942
2020,2,2110906,837
2020,2,2110907,1735
2020,2,2110908,628
2020,2,2110909,50
2020,2,2110910,1136
2020,2,2110911,307
2020,2,2110912,641
2020,2,2110913,536
2020,2,2110914,1011
2020,2,2110915,590
2020,2,2110916,1565
2020,2,2110917,206
2020,2,2110918,1097
2020,2,2110919,922
2020,2,2110920,682
2020,2,2110921,609
2020,2,2110922,1182
2020,2,2110923,675
2020,2,2110924,968
2020,2,2110925,776
2020,2,2110926,1006
2020,2,2110927,380
2020,2,2110928,1979
2020,2,2110929,2444
2020,2,2110930,1242
2020,2,2110931,54
2020,2,2110932,568
2020,2,2110933,579
2020,2,2110934,269
2020,2,2110935,711
2020,2,2110936,470
2020,2,2110937,704
2020,2,2110938,485
2020,2,2110939,2442
2020,2,2110940,1053
2020,2,2110941,639
2020,2,2110942,1924
2020,2,2110943,1400
2020,2,2110944,180
2020,2,2110945,164
2020,2,2110946,167
2020,2,2110947,191
2020,2,2110948,58
2020,2,2110949,1726
2020,2,2110950,1409
2020,2,2110951,2208
2020,2,2110952,1235
2020,2,2110953,1694
2020,2,2110954,2452
2020,2,2110955,2591
2020,2,2110956,1542
2020,2,2110957,1725
2020,2,2110958,2388
2020,2,2110959,1277
2020,2,2110960,1299
2020,2,2110961,1713
2020,2,2110962,1336
2020,2,2110963,1664
2020,2,2110964,702
2020,2,2110965,1627
2020,2,2110966,2239
2020,2,2110967,2144
2020,2,2110968,1665
2020,2,2110969,2444
2020,2,2110970,1234
2020,2,2110971,2769
2020,2,2110972,1302
2020,2,2110973,1584
2020,2,2110974,894
2020,2,2110975,505
2020,2,2110976,1518
2020,2,2110977,1475
2020,2,2110978,587
2020,2,2110979,1263
2020,2,2110980,1212
2020,2,2110981,1918
2020,2,2110982,488
2020,2,2110983,989
2020,2,2110984,857
2020,2,2110985,884
2020,2,2110986,1028
2020,2,2110987,724
2020,2,2110988,622
2020,2,2110989,2236
2020,2,2110990,574
2020,2,2110991,1717
2020,2,2110992,2937
2020,2,2110993,57
2020,2,2110994,297
2020,2,2110995,784
2020,2,2110996,1541
2020,2,2110997,979
2020,2,2110998,222
2020,2,2110999,406
2020,2,2111000,180
2020,2,2111001,258
2020,2,2111002,124
2020,2,2111003,1436
2020,2,2111004,2991
2020,2,2111005,1171
2020,2,2111006,2087
2020,2,2111007,1005
2020,2,2111008,1322
2020,2,2111009,595
2020,2,2111010,1833
2020,2,2111011,311
2020,2,2111012,1903
2020,2,2111013,2275
2020,2,2111014,1887
2020,2,2111015,2760
2020,2,2111016,2193
2020,2,2111017,1107
2020,2,2111018,398
2020,2,2111019,1453
2020,2,2111020,674
2020,2,2111021,2097
2020,2,2111022,1339
2020,2,2111023,2174
2020,2,2111024,1741
2020,2,2111025,988
2020,2,2111026,2482
2020,2,2111027,1398
2020,2,2111028,2601
2020,2,2111029,665
2020,2,2111030,755
2020,2,2111031,860
2020,2,2111032,1024
2020,2,2111033,387
2020,2,2111034,643
2020,2,2111035,655
2020,2,2111036,567
2020,2,2111037,485
2020,2,2111038,592
2020,2,2111039,765
2020,2,2111040,539
2020,2,2111041,359
2020,2,2111042,1338
2020,2,2111043,511
2020,2,2111044,1039
2020,2,2111045,408
2020,2,2111046,1379
2020,2,2111047,420
2020,2,2111048,1432
2020,2,2111049,1388
2020,2,2111050,871
2020,2,2111051,2676
2020,2,2111052,1138
2020,2,2111053,1253
2020,2,2111054,759
2020,2,2111055,359
2020,2,2111056,1672
2020,2,2111057,1529
2020,2,2111058,733
2020,2,2111059,2995
2020,2,2111060,2021
2020,2,2111061,1790
2020,2,2111062,1335
2020,2,2111063,2081
2020,2,2111064,1601
2020,2,2111065,799
2020,2,2111066,1016
2020,2,2111067,2549
2020,2,2111068,1202
2020,2,2111069,1105
2020,2,2111070,850
2020,2,2111071,1012
2020,2,2111072,1390
2020,2,2111073,1977
2020,2,2111074,1002
2020,2,2111075,1510
2020,2,2111076,1030
2020,2,2111077,2741
2020,2,2111078,1718
2020,2,2111079,799
2020,2,2111080,1355
2020,2,2111081,548
2020,2,2111082,389
2020,2,2111083,892
2020,2,2111084,382
2020,2,2111085,438
2020,2,2111086,349
2020,2,2111087,133
2020,2,2111088,326
2020,2,2111089,551
2020,2,2111090,242
2020,3,2110001,175
2020,3,2110002,199
2020,3,2110003,403
2020,3,2110004,423
2020,3,2110005,398
2020,3,2110006,114
2020,3,2110007,714
2020,3,2110008,1245
2020,3,2110009,188
2020,3,2110010,410
2020,3,2110011,78
2020,3,2110012,2172
2020,3,2110013,1123
2020,3,2110014,200
2020,3,2110015,576
2020,3,2110016,180
2020,3,2110017,764
2020,3,2110018,971
2020,3,2110019,1883
2020,3,2110020,488
2020,3,2110021,1123
2020,3,2110022,823
2020,3,2110023,563
2020,3,2110024,679
2020,3,2110025,884
2020,3,2110026,1145
2020,3,2110027,709
2020,3,2110028,1070
2020,3,2110029,2242
2020,3,2110030,1674
2020,3,2110031,314
2020,3,2110032,5852
2020,3,2110033,689
2020,3,2110034,5246
2020,3,2110035,1748
2020,3,2110036,1127
2020,3,2110037,954
2020,3,2110038,481
2020,3,2110039,3249
2020,3,2110040,799
2020,3,2110041,1080
2020,3,2110042,636
2020,3,2110043,1265
2020,3,2110044,796
2020,3,2110045,1683
2020,3,2110046,499
2020,3,2110047,1006
2020,3,2110048,2573
2020,3,2110049,1220
2020,3,2110050,1016
2020,3,2110051,1362
2020,3,2110052,1137
2020,3,2110053,1328
2020,3,2110054,1177
2020,3,2110055,3386
2020,3,2110056,1878
2020,3,2110057,1189
2020,3,2110058,2591
2020,3,2110059,643
2020,3,2110060,1086
2020,3,2110061,689
2020,3,2110062,1225
2020,3,2110063,3049
2020,3,2110064,1054
2020,3,2110065,1849
2020,3,2110066,1077
2020,3,2110067,1562
2020,3,2110068,1936
2020,3,2110069,1640
2020,3,2110070,173
2020,3,2110071,322
2020,3,2110072,705
2020,3,2110073,769
2020,3,2110074,1395
2020,3,2110075,1687
2020,3,2110076,436
2020,3,2110077,682
2020,3,2110078,335
2020,3,2110079,1287
2020,3,2110080,633
2020,3,2110081,856
2020,3,2110082,1620
2020,3,2110083,140
2020,3,2110084,917
2020,3,2110085,1161
2020,3,2110086,2179
2020,3,2110087,1521
2020,3,2110088,688
2020,3,2110089,197
2020,3,2110090,732
2020,3,2110091,958
2020,3,2110092,927
2020,3,2110093,1894
2020,3,2110094,351
2020,3,2110095,1225
2020,3,2110096,209
2020,3,2110097,473
2020,3,2110098,501
2020,3,2110099,727
2020,3,2110100,234
2020,3,2110101,334
2020,3,2110102,545
2020,3,2110103,463
2020,3,2110104,839
2020,3,2110105,1055
2020,3,2110106,251
2020,3,2110107,717
2020,3,2110108,377
2020,3,2110109,534
2020,3,2110110,859
2020,3,2110111,182
2020,3,2110112,1060
2020,3,2110113,182
2020,3,2110114,882
2020,3,2110115,1579
2020,3,2110116,1436
2020,3,2110117,1367
2020,3,2110118,1168
2020,3,2110119,1201
2020,3,2110120,512
2020,3,2110121,698
2020,3,2110122,1071
2020,3,2110123,594
2020,3,2110124,975
2020,3,2110125,713
2020,3,2110126,991
2020,3,2110127,885
2020,3,2110128,1346
2020,3,2110129,954
2020,3,2110130,893
2020,3,2110131,2212
2020,3,2110132,826
2020,3,2110133,1502
2020,3,2110134,1254
2020,3,2110135,1068
2020,3,2110136,2440
2020,3,2110137,2135
2020,3,2110138,1007
2020,3,2110139,1127
2020,3,2110140,2481
2020,3,2110141,1638
2020,3,2110142,1683
2020,3,2110143,570
2020,3,2110144,1263
2020,3,2110145,753
2020,3,2110146,764
2020,3,2110147,1203
2020,3,2110148,785
2020,3,2110149,455
2020,3,2110150,1240
2020,3,2110151,954
2020,3,2110152,721
2020,3,2110153,1679
2020,3,2110154,1644
2020,3,2110155,1505
2020,3,2110156,1350
2020,3,2110157,904
2020,3,2110158,1339
2020,3,2110159,2426
2020,3,2110160,589
2020,3,2110161,1305
2020,3,2110162,1489
2020,3,2110163,821
2020,3,2110164,750
2020,3,2110165,1284
2020,3,2110166,1910
2020,3,2110167,1677
2020,3,2110168,540
2020,3,2110169,811
2020,3,2110170,1502
2020,3,2110171,754
2020,3,2110172,896
2020,3,2110173,1729
2020,3,2110174,1493
2020,3,2110175,1399
2020,3,2110176,974
2020,3,2110177,459
2020,3,2110178,387
2020,3,2110179,391
2020,3,2110180,566
2020,3,2110181,1600
2020,3,2110182,1102
2020,3,2110183,799
2020,3,2110184,957
2020,3,2110185,847
2020,3,2110186,606
2020,3,2110187,1179
2020,3,2110188,903
2020,3,2110189,1182
2020,3,2110190,1059
2020,3,2110191,698
2020,3,2110192,1588
2020,3,2110193,561
2020,3,2110194,1327
2020,3,2110195,2372
2020,3,2110196,478
2020,3,2110197,184
2020,3,2110198,1326
2020,3,2110199,1117
2020,3,2110200,782
2020,3,2110201,520
2020,3,2110202,534
2020,3,2110203,993
2020,3,2110204,873
2020,3,2110205,1326
2020,3,2110206,748
2020,3,2110207,966
2020,3,2110208,1081
2020,3,2110209,537
2020,3,2110210,1023
2020,3,2110211,1010
2020,3,2110212,1537
2020,3,2110213,914
2020,3,2110214,638
2020,3,2110215,862
2020,3,2110216,732
2020,3,2110217,1851
2020,3,2110218,1136
2020,3,2110219,970
2020,3,2110220,1159
2020,3,2110221,411
2020,3,2110222,378
2020,3,2110223,1525
2020,3,2110224,786
2020,3,2110225,1327
2020,3,2110226,2760
2020,3,2110227,1024
2020,3,2110228,1997
2020,3,2110229,1718
2020,3,2110230,1629
2020,3,2110231,391
2020,3,2110232,1054
2020,3,2110233,948
2020,3,2110234,952
2020,3,2110235,494
2020,3,2110236,1378
2020,3,2110237,1239
2020,3,2110238,660
2020,3,2110239,599
2020,3,2110240,936
2020,3,2110241,1331
2020,3,2110242,649
2020,3,2110243,1180
2020,3,2110244,1131
2020,3,2110245,966
2020,3,2110246,1274
2020,3,2110247,1249
2020,3,2110248,689
2020,3,2110249,1345
2020,3,2110250,674
2020,3,2110251,954
