기준_년_코드,기준_분기_코드,상권_코드,유사_업종_점포_수
2021,1,2110230,1627
2021,1,2110231,392
2021,1,2110232,1069
2021,1,2110233,943
2021,1,2110234,948
2021,1,2110235,483
2021,1,2110236,1373
2021,1,2110237,1240
2021,1,2110238,647
2021,1,2110239,588
2021,1,2110240,922
2021,1,2110241,1327
2021,1,2110242,651
2021,1,2110243,1183
2021,1,2110244,1118
2021,1,2110245,947
2021,1,2110246,1270
2021,1,2110247,1240
2021,1,2110248,682
2021,1,2110249,1338
2021,1,2110250,672
2021,1,2110251,949
2021,1,2110252,866
2021,1,2110253,814
2021,1,2110254,1106
2021,1,2110255,1516
2021,1,2110256,1619
2021,1,2110257,908
2021,1,2110258,1201
2021,1,2110259,1456
2021,1,2110260,1064
2021,1,2110261,1623
2021,1,2110262,1346
2021,1,2110263,1597
2021,1,2110264,1697
2021,1,2110265,1811
2021,1,2110266,1371
2021,1,2110267,1204
2021,1,2110268,930
2021,1,2110269,807
2021,1,2110270,610
2021,1,2110271,488
2021,1,2110272,1077
2021,1,2110273,1093
2021,1,2110274,928
2021,1,2110275,1131
2021,1,2110276,172
2021,1,2110277,1330
2021,1,2110278,1051
2021,1,2110279,266
2021,1,2110280,198
2021,1,2110281,162
2021,1,2110282,188
2021,1,2110283,358
2021,1,2110284,186
2021,1,2110285,415
2021,1,2110286,839
2021,1,2110287,275
2021,1,2110288,763
2021,1,2110289,874
2021,1,2110290,370
2021,1,2110291,1055
2021,1,2110292,528
2021,1,2110293,1516
2021,1,2110294,880
2021,1,2110295,1027
2021,1,2110296,1313
2021,1,2110297,2124
2021,1,2110298,632
2021,1,2110299,1156
2021,1,2110300,2240
2021,1,2110301,1507
2021,1,2110302,768
2021,1,2110303,1598
2021,1,2110304,1118
2021,1,2110305,941
2021,1,2110306,593
2021,1,2110307,812
2021,1,2110308,925
2021,1,2110309,927
2021,1,2110310,553
2021,1,2110311,103
2021,1,2110312,580
2021,1,2110313,1131
2021,1,2110314,1079
2021,1,2110315,790
2021,1,2110316,1948
2021,1,2110317,430
2021,1,2110318,1158
2021,1,2110319,937
2021,1,2110320,439
2021,1,2110321,595
2021,1,2110322,335
2021,1,2110323,709
2021,1,2110324,744
2021,1,2110325,614
2021,1,2110326,357
2021,1,2110327,608
2021,1,2110328,481
2021,1,2110329,495
2021,1,2110330,768
2021,1,2110331,934
2021,1,2110332,661
2021,1,2110333,1031
2021,1,2110334,872
2021,1,2110335,1076
2021,1,2110336,562
2021,1,2110337,325
2021,1,2110338,220
2021,1,2110339,322
2021,1,2110340,374
2021,1,2110341,211
2021,1,2110342,342
2021,1,2110343,729
2021,1,2110344,182
2021,1,2110345,469
2021,1,2110346,542
2021,1,2110347,159
2021,1,2110348,805
2021,1,2110349,372
2021,1,2110350,608
2021,1,2110351,640
2021,1,2110352,619
2021,1,2110353,916
2021,1,2110354,640
2021,1,2110355,984
2021,1,2110356,756
2021,1,2110357,984
2021,1,2110358,1374
2021,1,2110359,1697
2021,1,2110360,1610
2021,1,2110361,815
2021,1,2110362,916
2021,1,2110363,706
2021,1,2110364,1412
2021,1,2110365,1228
2021,1,2110366,1161
2021,1,2110367,2167
2021,1,2110368,1142
2021,1,2110369,1885
2021,1,2110370,1236
2021,1,2110371,994
2021,1,2110372,1272
2021,1,2110373,1839
2021,1,2110374,1267
2021,1,2110375,562
2021,1,2110376,2009
2021,1,2110377,1509
2021,1,2110378,794
2021,1,2110379,273
2021,1,2110380,317
2021,1,2110381,327
2021,1,2110382,353
2021,1,2110383,340
2021,1,2110384,296
2021,1,2110385,190
2021,1,2110386,105
2021,1,2110387,416
2021,1,2110388,621
2021,1,2110389,608
2021,1,2110390,829
2021,1,2110391,398
2021,1,2110392,406
2021,1,2110393,491
2021,1,2110394,1233
2021,1,2110395,1028
2021,1,2110396,1143
2021,1,2110397,838
2021,1,2110398,1104
2021,1,2110399,1206
2021,1,2110400,1220
2021,1,2110401,885
2021,1,2110402,1109
2021,1,2110403,1656
2021,1,2110404,1181
2021,1,2110405,1481
2021,1,2110406,547
2021,1,2110407,1114
2021,1,2110408,816
2021,1,2110409,1119
2021,1,2110410,1560
2021,1,2110411,908
2021,1,2110412,181
2021,1,2110413,502
2021,1,2110414,267
2021,1,2110415,1264
2021,1,2110416,647
2021,1,2110417,299
2021,1,2110418,500
2021,1,2110419,1103
2021,1,2110420,575
2021,1,2110421,806
2021,1,2110422,1061
2021,1,2110423,1133
2021,1,2110424,1534
2021,1,2110425,1957
2021,1,2110426,1558
2021,1,2110427,345
2021,1,2110428,1828
2021,1,2110429,1685
2021,1,2110430,855
2021,1,2110431,1234
2021,1,2110432,460
2021,1,2110433,1666
2021,1,2110434,1347
2021,1,2110435,404
2021,1,2110436,926
2021,1,2110437,731
2021,1,2110438,1225
2021,1,2110439,505
2021,1,2110440,346
2021,1,2110441,349
2021,1,2110442,126
2021,1,2110443,298
2021,1,2110444,446
2021,1,2110445,375
2021,1,2110446,245
2021,1,2110447,301
2021,1,2110448,419
2021,1,2110449,667
2021,1,2110450,1108
2021,1,2110451,843
2021,1,2110452,887
2021,1,2110453,1321
2021,1,2110454,1064
2021,1,2110455,1407
2021,1,2110456,1148
2021,1,2110457,1069
2021,1,2110458,1083
2021,1,2110459,1343
2021,1,2110460,1330
2021,1,2110461,978
2021,1,2110462,645
2021,1,2110463,1053
2021,1,2110464,1671
2021,1,2110465,1930
2021,1,2110466,1147
2021,1,2110467,782
2021,1,2110468,1969
2021,1,2110469,1666
2021,1,2110470,1157
2021,1,2110471,1452
2021,1,2110472,1841
2021,1,2110473,1586
2021,1,2110474,799
2021,1,2110475,1078
2021,1,2110476,678
2021,1,2110477,1460
2021,1,2110478,1104
2021,1,2110479,1317
2021,1,2110480,1070
2021,1,2110481,1799
2021,1,2110482,283
2021,1,2110483,637
2021,1,2110484,1986
2021,1,2110485,581
2021,1,2110486,1019
2021,1,2110487,1403
2021,1,2110488,1008
2021,1,2110489,973
2021,1,2110490,784
2021,1,2110491,218
2021,1,2110492,79
2021,1,2110493,263
2021,1,2110494,363
2021,1,2110495,1204
2021,1,2110496,1026
2021,1,2110497,754
2021,1,2110498,1391
2021,1,2110499,726
2021,1,2110500,564
2021,1,2110501,699
2021,1,2110502,1079
2021,1,2110503,902
2021,1,2110504,266
2021,1,2110505,457
2021,1,2110506,888
2021,1,2110507,1234
2021,1,2110508,1084
2021,1,2110509,2057
2021,1,2110510,369
2021,1,2110511,1172
2021,1,2110512,483
2021,1,2110513,657
2021,1,2110514,1881
2021,1,2110515,118
2021,1,2110516,310
2021,1,2110517,300
2021,1,2110518,306
2021,1,2110519,353
2021,1,2110520,2086
2021,1,2110521,971
2021,1,2110522,750
2021,1,2110523,187
2021,1,2110524,357
2021,1,2110525,917
2021,1,2110526,370
2021,1,2110527,1368
2021,1,2110528,872
2021,1,2110529,1177
2021,1,2110530,891
2021,1,2110531,171
2021,1,2110532,868
2021,1,2110533,757
2021,1,2110534,552
2021,1,2110535,767
2021,1,2110536,885
2021,1,2110537,952
2021,1,2110538,866
2021,1,2110539,1066
2021,1,2110540,467
2021,1,2110541,1227
2021,1,2110542,1041
2021,1,2110543,354
2021,1,2110544,2716
2021,1,2110545,838
2021,1,2110546,700
2021,1,2110547,1690
2021,1,2110548,1217
2021,1,2110549,858
2021,1,2110550,1935
2021,1,2110551,1317
2021,1,2110552,630
2021,1,2110553,737
2021,1,2110554,1912
2021,1,2110555,1233
2021,1,2110556,346
2021,1,2110557,1463
2021,1,2110558,1490
2021,1,2110559,2047
2021,1,2110560,1291
2021,1,2110561,1482
2021,1,2110562,2038
2021,1,2110563,746
2021,1,2110564,2267
2021,1,2110565,1562
2021,1,2110566,3504
2021,1,2110567,502
2021,1,2110568,500
2021,1,2110569,1925
2021,1,2110570,463
2021,1,2110571,997
2021,1,2110572,2118
2021,1,2110573,760
2021,1,2110574,661
2021,1,2110575,1201
2021,1,2110576,1249
2021,1,2110577,1324
2021,1,2110578,1167
2021,1,2110579,795
2021,1,2110580,570
2021,1,2110581,1183
2021,1,2110582,1051
2021,1,2110583,806
2021,1,2110584,998
2021,1,2110585,919
2021,1,2110586,1743
2021,1,2110587,1100
2021,1,2110588,565
2021,1,2110589,572
2021,1,2110590,505
2021,1,2110591,767
2021,1,2110592,649
2021,1,2110593,693
2021,1,2110594,351
2021,1,2110595,1257
2021,1,2110596,618
2021,1,2110597,1522
2021,1,2110598,729
2021,1,2110599,1207
2021,1,2110600,777
2021,1,2110601,1139
2021,1,2110602,639
2021,1,2110603,429
2021,1,2110604,1001
2021,1,2110605,613
2021,1,2110606,1275
2021,1,2110607,699
2021,1,2110608,1150
2021,1,2110609,905
2021,1,2110610,446
2021,1,2110611,1141
2021,1,2110612,1916
2021,1,2110613,1093
2021,1,2110614,1469
2021,1,2110615,932
2021,1,2110616,973
2021,1,2110617,1159
2021,1,2110618,1583
2021,1,2110619,894
2021,1,2110620,1200
2021,1,2110621,1258
2021,1,2110622,998
2021,1,2110623,324
2021,1,2110624,379
2021,1,2110625,1199
2021,1,2110626,894
2021,1,2110627,1213
2021,1,2110628,378
2021,1,2110629,1055
2021,1,2110630,1510
2021,1,2110631,994
2021,1,2110632,998
2021,1,2110633,903
2021,1,2110634,1076
2021,1,2110635,1059
2021,1,2110636,1048
2021,1,2110637,823
2021,1,2110638,1805
2021,1,2110639,984
2021,1,2110640,447
2021,1,2110641,546
2021,1,2110642,85
2021,1,2110643,1273
2021,1,2110644,724
2021,1,2110645,1237
2021,1,2110646,1988
2021,1,2110647,1861
2021,1,2110648,988
2021,1,2110649,1024
2021,1,2110650,624
2021,1,2110651,1384
2021,1,2110652,724
2021,1,2110653,1645
2021,1,2110654,2258
2021,1,2110655,1706
2021,1,2110656,1737
2021,1,2110657,1464
2021,1,2110658,1193
2021,1,2110659,1594
2021,1,2110660,1874
2021,1,2110661,776
2021,1,2110662,1564
2021,1,2110663,914
2021,1,2110664,924
2021,1,2110665,1684
2021,1,2110666,431
2021,1,2110667,871
2021,1,2110668,1873
2021,1,2110669,745
2021,1,2110670,796
2021,1,2110671,1814
2021,1,2110672,430
2021,1,2110673,1673
2021,1,2110674,394
2021,1,2110675,1449
2021,1,2110676,957
2021,1,2110677,924
2021,1,2110678,501
2021,1,2110679,732
2021,1,2110680,229
2021,1,2110681,277
2021,1,2110682,266
2021,1,2110683,179
2021,1,2110684,212
2021,1,2110685,180
2021,1,2110686,559
2021,1,2110687,303
2021,1,2110688,590
2021,1,2110689,950
2021,1,2110690,1238
2021,1,2110691,566
2021,1,2110692,791
2021,1,2110693,501
2021,1,2110694,1050
2021,1,2110695,1270
2021,1,2110696,960
2021,1,2110697,478
2021,1,2110698,1002
2021,1,2110699,506
2021,1,2110700,1088
2021,1,2110701,624
2021,1,2110702,852
2021,1,2110703,1361
2021,1,2110704,810
2021,1,2110705,780
2021,1,2110706,781
2021,1,2110707,737
2021,1,2110708,860
2021,1,2110709,597
2021,1,2110710,3707
2021,1,2110711,1405
2021,1,2110712,1720
2021,1,2110713,1744
2021,1,2110714,2022
2021,1,2110715,1086
2021,1,2110716,997
2021,1,2110717,3391
2021,1,2110718,1741
2021,1,2110719,1153
2021,1,2110720,1427
2021,1,2110721,1718
2021,1,2110722,2191
2021,1,2110723,2861
2021,1,2110724,1503
2021,1,2110725,2425
2021,1,2110726,160
2021,1,2110727,1162
2021,1,2110728,1652
2021,1,2110729,1695
2021,1,2110730,1309
2021,1,2110731,1121
2021,1,2110732,1423
2021,1,2110733,736
2021,1,2110734,886
2021,1,2110735,1463
2021,1,2110736,1826
2021,1,2110737,1277
2021,1,2110738,1613
2021,1,2110739,826
2021,1,2110740,1694
2021,1,2110741,922
2021,1,2110742,586
2021,1,2110743,1766
2021,1,2110744,1331
2021,1,2110745,780
2021,1,2110746,1326
2021,1,2110747,153
2021,1,2110748,870
2021,1,2110749,903
2021,1,2110750,861
2021,1,2110751,1002
2021,1,2110752,907
2021,1,2110753,1019
2021,1,2110754,1045
2021,1,2110755,696
2021,1,2110756,589
2021,1,2110757,685
2021,1,2110758,925
2021,1,2110759,1990
2021,1,2110760,1061
2021,1,2110761,1047
2021,1,2110762,1352
2021,1,2110763,1093
2021,1,2110764,962
2021,1,2110765,1715
2021,1,2110766,1817
2021,1,2110767,1462
2021,1,2110768,1143
2021,1,2110769,959
2021,1,2110770,1505
2021,1,2110771,1149
2021,1,2110772,624
2021,1,2110773,739
2021,1,2110774,950
2021,1,2110775,1025
2021,1,2110776,1179
2021,1,2110777,1427
2021,1,2110778,2196
2021,1,2110779,455
2021,1,2110780,474
2021,1,2110781,1086
2021,1,2110782,1542
2021,1,2110783,1104
2021,1,2110784,747
2021,1,2110785,759
2021,1,2110786,855
2021,1,2110787,873
2021,1,2110788,1329
2021,1,2110789,1133
2021,1,2110790,925
2021,1,2110791,365
2021,1,2110792,1399
2021,1,2110793,489
2021,1,2110794,776
2021,1,2110795,971
2021,1,2110796,775
2021,1,2110797,400
2021,1,2110798,519
2021,1,2110799,896
2021,1,2110800,1194
2021,1,2110801,365
2021,1,2110802,583
2021,1,2110803,904
2021,1,2110804,944
2021,1,2110805,512
2021,1,2110806,280
2021,1,2110807,1009
2021,1,2110808,948
2021,1,2110809,721
2021,1,2110810,1124
2021,1,2110811,885
2021,1,2110812,819
2021,1,2110813,1079
2021,1,2110814,894
2021,1,2110815,1106
2021,1,2110816,561
2021,1,2110817,720
2021,1,2110818,824
2021,1,2110819,1367
2021,1,2110820,623
2021,1,2110821,1118
2021,1,2110822,856
2021,1,2110823,1352
2021,1,2110824,424
2021,1,2110825,1359
2021,1,2110826,1266
2021,1,2110827,1088
2021,1,2110828,1766
2021,1,2110829,930
2021,1,2110830,737
2021,1,2110831,444
2021,1,2110832,1911
2021,1,2110833,812
2021,1,2110834,686
2021,1,2110835,736
2021,1,2110836,1023
2021,1,2110837,1080
2021,1,2110838,497
2021,1,2110839,570
2021,1,2110840,786
2021,1,2110841,573
2021,1,2110842,784
2021,1,2110843,324
2021,1,2110844,189
2021,1,2110845,114
2021,1,2110846,1203
2021,1,2110847,480
2021,1,2110848,1473
2021,1,2110849,2003
2021,1,2110850,2548
2021,1,2110851,1341
2021,1,2110852,1337
2021,1,2110853,1588
2021,1,2110854,847
2021,1,2110855,1586
2021,1,2110856,1203
2021,1,2110857,746
2021,1,2110858,749
2021,1,2110859,174
2021,1,2110860,945
2021,1,2110861,1624
2021,1,2110862,835
2021,1,2110863,906
2021,1,2110864,703
2021,1,2110865,979
2021,1,2110866,547
2021,1,2110867,1204
2021,1,2110868,1298
2021,1,2110869,2833
2021,1,2110870,66
2021,1,2110871,1463
2021,1,2110872,524
2021,1,2110873,1458
2021,1,2110874,800
2021,1,2110875,939
2021,1,2110876,990
2021,1,2110877,2231
2021,1,2110878,244
2021,1,2110879,926
2021,1,2110880,1173
2021,1,2110881,1655
2021,1,2110882,1333
2021,1,2110883,1044
2021,1,2110884,1211
2021,1,2110885,547
2021,1,2110886,825
2021,1,2110887,647
2021,1,2110888,693
2021,1,2110889,993
2021,1,2110890,1182
2021,1,2110891,690
2021,1,2110892,2812
2021,1,2110893,125
2021,1,2110894,345
2021,1,2110895,2131
2021,1,2110896,830
2021,1,2110897,2260
2021,1,2110898,413
2021,1,2110899,909
2021,1,2110900,1184
2021,1,2110901,657
2021,1,2110902,1275
2021,1,2110903,1236
2021,1,2110904,1336
2021,1,2110905,949
2021,1,2110906,826
2021,1,2110907,1710
2021,1,2110908,613
2021,1,2110909,51
2021,1,2110910,1117
2021,1,2110911,309
2021,1,2110912,644
2021,1,2110913,552
2021,1,2110914,1002
2021,1,2110915,597
2021,1,2110916,1570
2021,1,2110917,218
2021,1,2110918,1102
2021,1,2110919,914
2021,1,2110920,689
2021,1,2110921,615
2021,1,2110922,1182
2021,1,2110923,676
2021,1,2110924,969
2021,1,2110925,780
2021,1,2110926,999
2021,1,2110927,348
2021,1,2110928,1981
2021,1,2110929,2428
2021,1,2110930,1262
2021,1,2110931,55
2021,1,2110932,560
2021,1,2110933,579
2021,1,2110934,270
2021,1,2110935,708
2021,1,2110936,465
2021,1,2110937,695
2021,1,2110938,483
2021,1,2110939,2408
2021,1,2110940,1050
2021,1,2110941,631
2021,1,2110942,1923
2021,1,2110943,1392
2021,1,2110944,179
2021,1,2110945,162
2021,1,2110946,170
2021,1,2110947,193
2021,1,2110948,56
2021,1,2110949,1716
2021,1,2110950,1411
2021,1,2110951,2176
2021,1,2110952,1238
2021,1,2110953,1679
2021,1,2110954,2416
2021,1,2110955,2608
2021,1,2110956,1536
2021,1,2110957,1699
2021,1,2110958,2381
2021,1,2110959,1303
2021,1,2110960,1286
2021,1,2110961,1784
2021,1,2110962,1377
2021,1,2110963,1671
2021,1,2110964,713
2021,1,2110965,1639
2021,1,2110966,2241
2021,1,2110967,2125
2021,1,2110968,1666
2021,1,2110969,2388
2021,1,2110970,1258
2021,1,2110971,2830
2021,1,2110972,1299
2021,1,2110973,1608
2021,1,2110974,915
2021,1,2110975,506
2021,1,2110976,1505
2021,1,2110977,1469
2021,1,2110978,592
2021,1,2110979,1259
2021,1,2110980,1211
2021,1,2110981,1909
2021,1,2110982,505
2021,1,2110983,980
2021,1,2110984,845
2021,1,2110985,870
2021,1,2110986,1033
2021,1,2110987,729
2021,1,2110988,621
2021,1,2110989,2258
2021,1,2110990,565
2021,1,2110991,1675
2021,1,2110992,2934
2021,1,2110993,59
2021,1,2110994,290
2021,1,2110995,771
2021,1,2110996,1522
2021,1,2110997,969
2021,1,2110998,221
2021,1,2110999,413
2021,1,2111000,172
2021,1,2111001,257
2021,1,2111002,126
2021,1,2111003,1425
2021,1,2111004,2991
2021,1,2111005,1169
2021,1,2111006,2114
2021,1,2111007,1014
2021,1,2111008,1343
2021,1,2111009,610
2021,1,2111010,1848
2021,1,2111011,308
2021,1,2111012,1902
2021,1,2111013,2277
2021,1,2111014,1894
2021,1,2111015,2761
2021,1,2111016,2180
2021,1,2111017,1120
2021,1,2111018,392
2021,1,2111019,1462
2021,1,2111020,685
2021,1,2111021,2097
2021,1,2111022,1337
2021,1,2111023,2237
2021,1,2111024,1715
2021,1,2111025,981
2021,1,2111026,2537
2021,1,2111027,1381
2021,1,2111028,2579
2021,1,2111029,677
2021,1,2111030,733
2021,1,2111031,850
2021,1,2111032,993
2021,1,2111033,372
2021,1,2111034,640
2021,1,2111035,657
2021,1,2111036,565
2021,1,2111037,482
2021,1,2111038,592
2021,1,2111039,768
2021,1,2111040,535
2021,1,2111041,356
2021,1,2111042,1343
2021,1,2111043,507
2021,1,2111044,1035
2021,1,2111045,414
2021,1,2111046,1380
2021,1,2111047,416
2021,1,2111048,1380
2021,1,2111049,1364
2021,1,2111050,856
2021,1,2111051,2626
2021,1,2111052,1141
2021,1,2111053,1252
2021,1,2111054,751
2021,1,2111055,353
2021,1,2111056,1631
2021,1,2111057,1478
2021,1,2111058,733
2021,1,2111059,2940
2021,1,2111060,2025
2021,1,2111061,1756
2021,1,2111062,1343
2021,1,2111063,2042
2021,1,2111064,1617
2021,1,2111065,804
2021,1,2111066,1001
2021,1,2111067,2552
2021,1,2111068,1212
2021,1,2111069,1113
2021,1,2111070,845
2021,1,2111071,988
2021,1,2111072,1394
2021,1,2111073,1966
2021,1,2111074,980
2021,1,2111075,1487
2021,1,2111076,1010
2021,1,2111077,2732
2021,1,2111078,1720
2021,1,2111079,771
2021,1,2111080,1341
2021,1,2111081,534
2021,1,2111082,383
2021,1,2111083,892
2021,1,2111084,394
2021,1,2111085,438
2021,1,2111086,347
2021,1,2111087,134
2021,1,2111088,394
2021,1,2111089,572
2021,1,2111090,238
2021,2,2110001,175
2021,2,2110002,199
2021,2,2110003,393
2021,2,2110004,422
2021,2,2110005,390
2021,2,2110006,120
2021,2,2110007,715
2021,2,2110008,1266
2021,2,2110009,192
2021,2,2110010,414
2021,2,2110011,76
2021,2,2110012,2170
2021,2,2110013,1129
2021,2,2110014,193
2021,2,2110015,580
2021,2,2110016,174
2021,2,2110017,758
2021,2,2110018,971
2021,2,2110019,1864
2021,2,2110020,492
2021,2,2110021,1112
2021,2,2110022,820
2021,2,2110023,548
2021,2,2110024,685
2021,2,2110025,881
2021,2,2110026,1144
2021,2,2110027,695
2021,2,2110028,1066
2021,2,2110029,2203
2021,2,2110030,1631
2021,2,2110031,309
2021,2,2110032,5550
2021,2,2110033,678
2021,2,2110034,5019
2021,2,2110035,1712
2021,2,2110036,1130
2021,2,2110037,947
2021,2,2110038,489
2021,2,2110039,3141
2021,2,2110040,783
2021,2,2110041,1060
2021,2,2110042,626
2021,2,2110043,1240
2021,2,2110044,780
2021,2,2110045,1615
2021,2,2110046,503
2021,2,2110047,988
2021,2,2110048,2472
2021,2,2110049,1187
2021,2,2110050,998
2021,2,2110051,1339
2021,2,2110052,1119
2021,2,2110053,1327
2021,2,2110054,1152
2021,2,2110055,3233
2021,2,2110056,1884
2021,2,2110057,1212
2021,2,2110058,2524
2021,2,2110059,625
2021,2,2110060,1096
2021,2,2110061,708
2021,2,2110062,1233
2021,2,2110063,3011
2021,2,2110064,1066
2021,2,2110065,1808
2021,2,2110066,1056
2021,2,2110067,1551
2021,2,2110068,1930
2021,2,2110069,1630
2021,2,2110070,170
2021,2,2110071,327
2021,2,2110072,716
2021,2,2110073,782
2021,2,2110074,1358
2021,2,2110075,1665
2021,2,2110076,445
2021,2,2110077,685
2021,2,2110078,332
2021,2,2110079,1270
2021,2,2110080,642
2021,2,2110081,854
2021,2,2110082,1583
2021,2,2110083,145
2021,2,2110084,913
2021,2,2110085,1153
2021,2,2110086,2140
2021,2,2110087,1497
2021,2,2110088,681
2021,2,2110089,203
2021,2,2110090,730
2021,2,2110091,941
2021,2,2110092,929
2021,2,2110093,1867
2021,2,2110094,349
2021,2,2110095,1226
2021,2,2110096,215
2021,2,2110097,474
2021,2,2110098,512
2021,2,2110099,737
2021,2,2110100,254
2021,2,2110101,357
2021,2,2110102,563
2021,2,2110103,455
2021,2,2110104,844
2021,2,2110105,1059
2021,2,2110106,254
2021,2,2110107,731
2021,2,2110108,388
2021,2,2110109,546
2021,2,2110110,900
2021,2,2110111,184
2021,2,2110112,1069
2021,2,2110113,185
2021,2,2110114,872
2021,2,2110115,1571
2021,2,2110116,1415
2021,2,2110117,1329
2021,2,2110118,1136
2021,2,2110119,1166
2021,2,2110120,540
2021,2,2110121,657
2021,2,2110122,1065
2021,2,2110123,603
2021,2,2110124,998
2021,2,2110125,707
